fund_ein,manager_ein,manager_name,fee_paid
42726691,42647786,FIDELITY INVESTMENTS INSTITUTIONAL,6294.0
42726691,42654524,"STRATEGIC ADVISORS, INC.",5078.0
814170527,231945930,"THE VANGUARD GROUP, INC.",10483.0
850247111,752355889,"IMS MARKETING, INC.",29842.0
850247111,364297197,"GALLAGHER BENEFIT SERVICES, INC",35040.0
420885471,472112548,THE ACCEL GROUP,19776.0
420885471,161450952,EPIC RETIREMENT PLAN SERVICES,19173.0
420885471,941737782,"CHARLES SCHWAB & CO., INC.",0.0
111992329,231315351,"THE BENECON GROUP, LLC",14931.0
111992329,261768616,CONNECTCARE 3,3583.0
111992329,230455154,CAPITAL BLUE CROSS,-4287.0
471797746,366071399,TRANSAMERICA FINANCIAL LIFE INSURAN,85135.0
471797746,431270780,CREATIVE PLANNING LLC,6901.0
471797746,113544517,THE ROSENBAUM LAW FIRM P.C.,4141.0
471797746,592265857,"EJ REYNOLDS, INC.",1976.0
752770316,521309931,"T. ROWE PRICE RPS, INC.",16868.0
20329382,41590850,MASS MUTUAL LIFE INSURANCE COMPANY,81164.0
20329382,203917294,GRANITE FINANCIAL PARTNERS,30237.0
20329382,43027605,SAMET & COMPANY,10044.0
20329382,811939215,"COMPASS 360, LLC",8824.0
20329382,204795685,COMPASS RETIREMENT CONSULTING GROUP,0.0
20329382,811939215,"COMPASS 360, LLC",878.0
20329382,41590850,MASS MUTUAL,1.0
20329382,840592523,JANUS HENDERSON,0.0
20329382,431567889,AMERICAN CENTURY,0.0
20329382,133352347,PGIM INVESTMENTS,0.0
20329382,231945930,VANGUARD,0.0
20329382,231999755,VANGUARD,0.0
20329382,133731507,LORD ABBETT,0.0
20329382,941687665,COLUMBIA,0.0
20329382,231899003,VANGUARD,0.0
20329382,952632339,PIMCO FUNDS,0.0
20329382,42528977,JOHN HANCOCK,0.0
20329382,951411037,AMERICAN FUNDS,0.0
20329382,363129984,DIMENSIONAL FUND ADVISORS,0.0
20329382,43365630,FIDELITY INVESTMENTS,0.0
20329382,43365630,FIDELITY INVESTMENTS,0.0
20329382,840467907,GREAT WEST LIFE & ANNUITY INSURANCE,0.0
811466836,10233346,JOHN HANCOCK LIFE INSURANCE COMPANY,642.0
20329382,203917294,GRANITE FINANCIAL PARTNERS,91671.0
20329382,41590850,EMPOWER ANNUITY INS CO OF AMERICA,21504.0
853324939,42647786,FIDELITY INVESTMENTS INSTITUTIONAL,7469.0
205094703,132700161,VICTORY CAPITAL MANAGEMENT INC.,143497.0
205094703,231707341,"SEI GLOBAL SERVICES, INC.",46490.0
205094703,365132517,"COHEN & COMPANY, LTD.",29000.0
274666060,650608221,SLAVIC INTEGRATED ADMINISTRATION,15239.0
274666060,650608221,SLAVIC INTEGRATED ADMINISTRATION,26808.0
274666060,650608221,SLAVIC INTEGRATED ADMINISTRATION,32255.0
42869823,471411118,GLOBAL RETIREMENT PARTNERS LLC,0.0
20377419,42647786,FIDELITY INVESTMENTS INSTITUTIONAL,525.0
20377419,264310632,MORGAN STANLEY SMITH BARNEY,0.0
911006438,912090931,NWPS,57594.0
911006438,910189318,"MOSS ADAMS, LLP",50400.0
911006438,411416330,RBC WEALTH MANAGEMENT,29250.0
911006438,753182674,MATRIX TRUST COMPANY,17264.0
911006438,911749975,EISENHOWER CARLSON PLLC,5656.0
60646829,364001764,"FIDUCIENT ADVISORS, LLC",10823.0
742995593,364291971,GALLAGHER FIDUCIARY ADVISORS LLC,19309.0
742995593,42647786,FIDELITY INVESTMENTS INSTITUTIONAL,6506.0
362989662,420127290,PRINCIPAL LIFE INSURANCE COMPANY,95252.0
362989662,133180631,COLUMBIA MANAGEMENT,39735.0
362989662,844519624,CREATIVE PLANNING,35000.0
362989662,431807084,"CREATIVE PLANNING, INC",6450.0
471811024,113665754,ASCENSUS LLC,6376.0
821512790,113665754,ASCENSUS LLC,9128.0
872007795,42647786,FID INV INST OPS CO,1716.0
872007795,660561870,BANCO POPULAR DE PUERTO RICO,1556.0
872007795,42654524,STRATEGIC ADVISORS,132.0
872007795,364001764,FIDUCIENT ADVISORS LLC,113.0
43028678,41782600,ROCKLAND TRUST GROUP,5142.0
43028678,42530412,"THE ANGELL PENSION GROUP, INC",1918.0
463850594,314156830,NATIONWIDE LIFE INSURANCE COMPANY,58828.0
463850594,421645441,"AILSA CAPITAL, INC.",19713.0
463850594,203886993,"NATIONAL BENEFIT SERVICES, LLC",13749.0
232971010,231315351,THE BENECON GROUP,13484.0
232971010,510467698,"BSI CORPORATE BENEFITS, LLC",9081.0
232971010,811938789,INNOVU,646.0
232971010,230455154,CAPITAL BLUECROSS,-3336.0
952976080,420127290,PRINCIPAL LIFE INSURANCE COMPANY,3944.0
952976080,471411118,GLOBAL RETIREMENT PARTNERS LLC,0.0
942576059,521396995,CBIZ FINANCIAL SOLUTIONS,5257.0
942576059,314177100,NATIONWIDE,1053.0
262893562,161124166,"PAYCHEX, INC.",2747.0
262893562,161124166,"PAYCHEX, INC.",2095.0
262893562,161124166,"PAYCHEX, INC.",8141.0
262893562,161124166,"PAYCHEX, INC.",20182.0
262893562,161124166,"PAYCHEX, INC.",11816.0
262893562,161124166,"PAYCHEX, INC.",
320539100,42647786,FIDELITY INVESTMENTS INSTITUTIONAL,4663.0
231744831,231294723,HIGHMARK,24355.0
231744831,232385085,MCCONKEY BENEFITS & FINANCIAL SERVI,17768.0
231744831,231315351,THE BENECON GROUP,4042.0
231744831,232385085,MCCONKEY BENEFITS & FINANCIAL SERVI,26747.0
231744831,230455154,CAPITAL BLUE CROSS,24139.0
231744831,231315351,THE BENECON GROUP,4723.0
231744831,232385085,MCCONKEY BENEFITS & FINANCIAL SERVI,28260.0
231744831,230455154,CAPITAL BLUE CROSS,6209.0
231744831,231315351,THE BENECON GROUP,3720.0
203880413,420127290,PRINCIPAL LIFE INSURANCE COMPANY,48832.0
440663509,42647786,FIDELITY INVESTMENTS INSTITUTIONAL,47623.0
440663509,42654524,"STRATEGIC ADVISORS, INC.",20326.0
440663509,411416330,RBC WEALTH MANAGEMENT,6500.0
562537962,743193386,CORNERSTONE ADVISORY LLP,14380.0
562537962,42647786,FIDELITY INVESTMENTS INSTITUTIONAL,260.0
854372477,133036745,"ADP, INC.",900.0
232453088,341479833,"SCHWAB RETIREMENT PLAN SERVICES,INC",387954.0
232453088,840467907,EMPOWER ANNUITY INSURANCE COMPANY,153031.0
232453088,232415973,HERBEIN & CO INC,32000.0
232453088,341820650,"QDRO CONSULTANTS COMPANY, LLC",1800.0
461167350,474307706,HUMAN INTEREST ADVISOR LLC,15884.0
824225588,135570651,EQUITABLE LIFE INSURANCE COMPANY,11627.0
813040678,420127290,PRINCIPAL LIFE INSURANCE COMPANY,100.0
832783957,135674085,MERRILL LYNCH PIERCE FENNER & SMITH,6019.0
832783957,420127290,PRINCIPAL LIFE INSURANCE COMPANY,3151.0
832783957,455608425,STONE HILL FIDUCIARY MANAGEMENT LLC,5999.0
832783957,112778625,BLATT & DAUMAN LLP,10000.0
832783957,420127290,PRINCIPAL LIFE INSURANCE COMPANY,2339.0
840467208,910675641,"MILLIMAN, INC.",2743.0
463235190,133036745,"ADP, INC.",1440.0
990113530,42647786,FIDELITY INVESTMENTS INSTITUTIONAL,25590.0
990113530,43046611,LPL FINANCIAL,9593.0
274300000,273959113,HEALTH SAGE CONSULTING INC,12000.0
274300000,273959113,HEALTH SAGE CONSULTING INC,12000.0
611145339,420127290,PRINCIPAL LIFE INSURANCE COMPANY,7047.0
611145339,430345811,EDWARD JONES,0.0
611145339,952755361,WILSHIRE ADVISORS LLC,0.0
611145339,420127290,PRINCIPAL LIFE INSURANCE COMPANY,6566.0
611145339,430345811,EDWARD JONES,0.0
611145339,952755361,WILSHIRE ASSOCIATES INCORPORATED,0.0
274034515,221146430,"PNC BANK, NATIONAL ASSOCIATION",19381.0
274034515,364291971,"GALLAGHER BENEFIT SERVICES, INC.",5625.0
274034515,221146430,PNC BANK NATIONAL ASSOCIATION,10669.0
274034515,364291971,"GALLAGHER BENEFIT SERVICES, INC.",5625.0
263271894,272037969,"NEWPORT GROUP, INC.",30598.0
20681934,113639254,VANDERBILT SECURITIES LLC,23330.0
20681934,42647786,FIDELITY INVESTMENTS INSTITUTIONAL,2662.0
800004006,132624428,JPMORGAN INVEST HOLDINGS LLC,330.0
20482717,352552359,KESTRA INVESTMENT SERVICES LLC,16500.0
20482717,42647786,FIDELITY INVESTMENTS INSTITUTIONAL,15390.0
592087222,396040276,SENTRY LIFE INSURANCE COMPANY,2824.0
853070386,420127290,PRINCIPAL LIFE INSURANCE COMPANY,12909.0
853070386,711039549,"JANET A. PANEBIANCO, CPA, PLLC",11798.0
362495346,364317381,MORNINGSTAR INVESTMENT MANAGEMENT L,0.0
460406130,133036745,"ADP, INC.",16217.0
460406130,223319984,ADP BROKER-DEALER,0.0
810560289,10233346,JOHN HANCOCK LIFE INSURANCE COMPANY,11871.0
810560289,135674085,MERRILL LYNCH,7351.0
362495346,591237041,RAYMOND JAMES & ASSOCIATES INC,4981.0
743257322,133036745,"ADP, INC.",5609.0
743257322,223319984,ADP BROKER-DEALER,0.0
616614496,911619527,"CAPITAL BENEFIT SERVICES, LLC",97880.0
470390618,113665754,ASCENSUS LLC,31253.0
616614496,911947441,"EPK & ASSOCIATES, INC.",62338.0
616614496,911619527,"CAPITAL BENEFIT SERVICES, LLC",50820.0
112845313,42647786,FIDELITY INVESTMENTS INSTITUTIONAL,-48894.0
991972777,42647786,FIDELITY INVESTMENTS INSTITUTIONAL,432.0
752694563,132638166,UBS FINANCIAL SERVICES INC,68881.0
752694563,42647786,FIDELITY INVESTMENTS INSTITUTIONAL,32512.0
331097329,542011471,BROWN & BROWN (VA),32000.0
331097329,231315351,THE BENECON GROUP,19323.0
331097329,391995276,UMR,19173.0
331097329,261768616,CONNECTCARE3,4982.0
465766063,752355889,INSURANCE MANAGEMENT SERVICES,117227.0
237015826,591031071,CIGNA HEALTH AND LIFE INSURANCE COM,5571.0
260455770,911072394,"HUNNEX AND SHOEMAKER, INC.",0.0
260455770,710294708,VOYA RETIREMENT INSURANCE,567.0
